scenario_id,seed,kapcoin-usd_train_regimes,kapcoin-usd_train_num_phases,kapcoin-usd_train_first_drift,kapcoin-usd_train_last_drift,kapcoin-usd_train_avg_vol,metucoin-usd_train_regimes,metucoin-usd_train_num_phases,metucoin-usd_train_first_drift,metucoin-usd_train_last_drift,metucoin-usd_train_avg_vol,tamcoin-usd_train_regimes,tamcoin-usd_train_num_phases,tamcoin-usd_train_first_drift,tamcoin-usd_train_last_drift,tamcoin-usd_train_avg_vol
212,1678870,volatile_chop|capitulation,2,-0.0003468727319064828,-0.010410789766501382,0.056751943324572104,steady_bull|steady_bear,2,0.0022049743282728422,-0.002672302353815389,0.018891074144154998,steady_bear|recovery|volatile_chop,3,-0.002284462578302602,1.5207885289762334e-05,0.04474322757053917
213,1686789,accumulation|explosive_bull|volatile_chop|sideways,4,0.0006380812185624413,-0.0004836355199009059,0.02898919518631795,recovery|sideways|steady_bull,3,0.003758345161027554,0.0017253822297817701,0.026693199953141466,death_spiral|recovery|volatile_chop|capitulation,4,-0.017253226009591126,-0.00794013578743422,0.054772257245579735
214,1694708,recovery|volatile_chop|sideways|explosive_bull,4,0.002638003525381363,0.009732555441124347,0.042618876483700385,accumulation|steady_bull|sideways,3,0.0009216075142939255,0.00038766209453987266,0.014872107085586636,accumulation|steady_bull,2,0.00028241397191695476,0.003133831466621041,0.017531807116986885
215,1702627,sideways|volatile_chop,2,-0.0003233428564688815,0.0002448952975272761,0.04041618778603682,recovery|sideways,2,0.004399223536329995,0.00022792151708321572,0.021405203686273005,accumulation|sideways|volatile_chop,3,0.0003978620044463206,5.769463193097571e-05,0.024046628276472765
216,1710546,steady_bear|sideways,2,-0.0017978658761678029,-0.0002558975229980764,0.022870140355196723,capitulation|death_spiral,2,-0.008639195361086168,-0.027174693528626507,0.06213198326927491,accumulation|explosive_bull|steady_bear,3,0.0006407913096275072,-0.002136945293511244,0.027332551998424562
217,1718465,sideways|steady_bear|accumulation,3,-0.00040172182039846293,0.00042223597704007745,0.018694198951244974,recovery|sideways|steady_bear,3,0.00465123332060839,-0.0034843144510721385,0.025873880999770154,volatile_chop|steady_bull|steady_bear,3,-8.400770409577608e-05,-0.00198098777059727,0.03185036954764934
218,1726384,recovery|volatile_chop|sideways,3,0.003393740175415938,-0.0004381610684886653,0.04158672513115589,recovery|volatile_chop|sideways,3,0.004073553126328729,0.0002109091638579589,0.038306941363473866,death_spiral|recovery|steady_bull|steady_bear,4,-0.029305512659473627,-0.0025691684228204064,0.04521884189113068
219,1734303,sideways|steady_bear|sideways,3,-6.875006946882855e-05,-0.0004694590917193556,0.021200968601612608,capitulation|death_spiral,2,-0.010070654279476336,-0.016136001076804074,0.08004209652520042,volatile_chop|steady_bear,2,-0.0003339332218231509,-0.003953399472643467,0.045977546473050065
220,1742222,volatile_chop|capitulation|death_spiral,3,-0.0001284843085864633,-0.021562052094784002,0.0636694183034713,accumulation|steady_bull,2,0.000296378650924778,0.003920427190216483,0.01380458762712797,volatile_chop|steady_bull|volatile_chop|steady_bear,4,0.00020220235135426617,-0.002346795486705938,0.03330535460336727
221,1750141,capitulation|sideways|explosive_bull,3,-0.0113299903597898,0.007437176053428166,0.04130973557833695,steady_bear|sideways,2,-0.001968012698627068,-0.00015803142359455547,0.020170332200748046,recovery|sideways|steady_bull,3,0.003674739745898513,0.003935830945497964,0.025881142626663165
222,1758060,recovery|steady_bull|volatile_chop|steady_bear,4,0.0038176995963388532,-0.0017554738270769287,0.03181583580410723,recovery|volatile_chop|steady_bear|capitulation,4,0.003850129303280092,-0.010845420073348237,0.038118173884855173,steady_bull|steady_bear|sideways|accumulation,4,0.0030733743593442295,0.0006496082447092589,0.017320859801579547
223,1765979,sideways|volatile_chop|steady_bear,3,0.0003811849872539736,-0.0024752842979693266,0.027758138272299015,recovery|sideways,2,0.004670079315963175,-0.00041663257349511826,0.033759159327462866,steady_bear|capitulation,2,-0.0016622691368046033,-0.007929712032909857,0.054765966651573725
224,1773898,volatile_chop|sideways,2,7.930570153000575e-05,0.00036542922773165787,0.04191768622416807,recovery|sideways|steady_bull,3,0.005627753198483305,0.0034589440112263686,0.033251516551126056,sideways|volatile_chop|capitulation,3,0.00020212006828468853,-0.010209480499942605,0.050607417807906264
225,1781817,accumulation|steady_bull,2,0.00033234302899182416,0.0030806747533736224,0.0193946528712462,recovery|steady_bull|explosive_bull,3,0.002606876104553039,0.004367610899561179,0.04137522286193595,sideways|volatile_chop|capitulation|sideways,4,0.00040291955458563583,-8.927766398855784e-05,0.039935214765631354
226,1789736,sideways|accumulation|sideways,3,-0.0002994460766146442,-0.00011819755741382154,0.014660154125805513,accumulation|explosive_bull|volatile_chop|sideways,4,0.0009102494810661576,0.00035365616498332457,0.036039082907551694,steady_bull|steady_bear|capitulation,3,0.002324017266712715,-0.012843689769136149,0.033435136358138814
227,1797655,recovery|sideways,2,0.004022847683442214,-0.00040554288258559234,0.03370940378201062,sideways|steady_bull,2,0.0004401966477264544,0.003981613923365699,0.017387323528124544,steady_bull|volatile_chop,2,0.0019081893409433669,-0.000433112712219102,0.033971905385965256
228,1805574,steady_bear|sideways|steady_bull,3,-0.0027019962909962574,0.0035739977569488753,0.02443108105483747,steady_bear|accumulation|sideways|steady_bull,4,-0.002752364801509956,0.0031831743533757896,0.02058127717164962,accumulation|sideways,2,0.0005303730486204272,-6.516911863089082e-05,0.014124600362728008
229,1813493,recovery|steady_bull|steady_bear|accumulation,4,0.003092195530944764,0.0003339860758214612,0.02602255350238127,accumulation|explosive_bull|capitulation|death_spiral,4,0.0002544073632583441,-0.01886242233867641,0.0500871784353627,sideways|volatile_chop|steady_bull|steady_bear,4,-0.0003174752365746541,-0.002982450047240127,0.03339094455588791
230,1821412,volatile_chop|steady_bull|sideways,3,0.00010455077057857742,-0.00021585801833979955,0.031363324474654786,volatile_chop|sideways|steady_bear,3,-0.00022933297451405767,-0.003331954389016267,0.032629731464680185,accumulation|sideways|accumulation,3,0.000623835035753533,0.0003399712417377699,0.014591460200183768
231,1829331,steady_bull|volatile_chop|sideways,3,0.001834451966259758,0.0004302799978568771,0.02590449314247398,sideways|explosive_bull|steady_bear,3,0.00026594543632711394,-0.0037557934137445793,0.034006914281350616,accumulation|sideways,2,0.00047389310472958565,-0.0002692958797982784,0.012836941296478834
232,1837250,recovery|steady_bull|sideways,3,0.0030081768145885637,-0.0003054102309898016,0.026575928231138402,capitulation|recovery|steady_bull,3,-0.006756381151346627,0.003399527417038011,0.03435548818450771,steady_bull|steady_bear,2,0.0021532395979607997,-0.0024852672033021297,0.022571816317730028
233,1845169,volatile_chop|capitulation|recovery,3,3.7098681747792825e-05,0.004625353004797914,0.053202382884079864,accumulation|steady_bull|sideways,3,0.00030676264744805093,-0.0001670965035871411,0.01892420144573174,volatile_chop|steady_bull|explosive_bull|steady_bear,4,0.00026226015194220627,-0.002755451922442526,0.03937213338009567
234,1853088,accumulation|steady_bull,2,0.0006702596905469239,0.003213848079493811,0.015396261188359617,accumulation|steady_bull|volatile_chop,3,0.0009646173983946434,-0.00041300559506105906,0.031170478738751974,volatile_chop|capitulation|recovery,3,-0.0004098950907641421,0.003822183807206233,0.04678492847384443
235,1861007,capitulation|volatile_chop|steady_bull,3,-0.005781175594371291,0.002107549468795893,0.04453788718350037,steady_bull|explosive_bull,2,0.003828226228902402,0.006620433775292839,0.02772804469270745,steady_bear|sideways|steady_bear,3,-0.003252087726721053,-0.0025778128318999054,0.01794623276958247
236,1868926,recovery|steady_bull|explosive_bull,3,0.0024454515841022513,0.004720452941059664,0.03841578958205676,recovery|steady_bull|explosive_bull|volatile_chop,4,0.00477608130487305,0.0004682260366209969,0.03679922000657455,steady_bear|accumulation|explosive_bull,3,-0.002865838903756325,0.004544277652659966,0.03068219535070557
237,1876845,recovery|sideways|steady_bear,3,0.002667164093415616,-0.0020495681579937013,0.027623147079732114,recovery|steady_bull,2,0.004937800004470953,0.002759017200739586,0.03023242099332341,sideways|explosive_bull,2,0.0004965476878064981,0.004107405595884313,0.03908510440459878
238,1884764,recovery|steady_bull|explosive_bull,3,0.005940415410760181,0.0061387903955655455,0.03797008457289056,recovery|volatile_chop,2,0.00514973667928565,0.00048747208585437057,0.04470826435486165,sideways|explosive_bull,2,0.00021537808904889327,0.008564239730887144,0.022752773113717716
239,1892683,death_spiral|sideways|explosive_bull|steady_bear,4,-0.017318390717533362,-0.0025951590267631244,0.04836299155226326,capitulation|volatile_chop|capitulation|sideways,4,-0.013632401474240977,-1.0611241167882428e-05,0.050519167767108394,capitulation|death_spiral|sideways,3,-0.012535883268851319,0.0002201837426584547,0.05532564497205548
240,1900602,recovery|volatile_chop|capitulation|recovery,4,0.002850339419753466,0.005056674552472313,0.04511764780779659,volatile_chop|sideways|steady_bear,3,0.0004445980733790417,-0.0018277385241652266,0.03348828417353448,volatile_chop|sideways,2,0.00016963411481813026,0.00021023528205352715,0.03151578542513744
241,1908521,steady_bear|sideways,2,-0.0024669374889453267,0.0004098441595901569,0.02003377323272273,capitulation|sideways|steady_bear,3,-0.013349093303504997,-0.0020345447255512134,0.032066927930748966,steady_bear|sideways|steady_bear,3,-0.0015843719752354213,-0.003507692274829607,0.02823031986319831
242,1916440,recovery|sideways|volatile_chop,3,0.0039497793923221535,4.864383707557825e-05,0.03747189038926688,recovery|volatile_chop,2,0.004525687932521261,-6.241501469968224e-05,0.0544611471665382,sideways|steady_bull|volatile_chop,3,-0.00037790139130461473,0.00030606050454114533,0.03288759997173606
243,1924359,volatile_chop|capitulation|sideways|steady_bear,4,-8.615417588869154e-05,-0.0024243746920173765,0.03884415512552084,steady_bull|explosive_bull,2,0.0036743854221036607,0.007884885923589815,0.03892613506003216,sideways|volatile_chop|steady_bear|capitulation,4,0.0003197436177851073,-0.010537646403712048,0.04232318296594661
244,1932278,sideways|volatile_chop|steady_bear|recovery,4,0.00042261093794658164,0.004358222962141406,0.03410637658757699,steady_bear|sideways,2,-0.0020929813139558646,0.0001915136628593512,0.028579417933400037,volatile_chop|capitulation|sideways,3,-0.00042773450775825204,6.111499719247109e-05,0.049677779732504306
245,1940197,recovery|steady_bull,2,0.00563522825746293,0.0016004935442647614,0.027463833837021043,sideways|volatile_chop|steady_bear|recovery,4,9.508621236330075e-05,0.004536806043182089,0.03666774123768796,steady_bear|capitulation|recovery,3,-0.003588160604028842,0.00584717502953631,0.04264416660463155
246,1948116,steady_bear|accumulation|sideways,3,-0.0034923148186661156,-3.0403980591261267e-05,0.01727743737314023,volatile_chop|capitulation|death_spiral|recovery,4,0.0004505977938663356,0.005919060496006422,0.059361678298957415,volatile_chop|steady_bear|recovery|steady_bull,4,0.00031127343479394687,0.00214265957527873,0.0320579598161406
247,1956035,capitulation|recovery|sideways|steady_bull,4,-0.005659150030236518,0.0027475696867547117,0.036759493295058565,volatile_chop|steady_bear|accumulation,3,0.0001902646823394808,0.0006825471934975491,0.035613428756431045,accumulation|steady_bull|volatile_chop,3,0.00021423627703676527,-0.00048498493175445624,0.028837901919960256
248,1963954,steady_bear|sideways|explosive_bull,3,-0.002930926135272492,0.004324929691208141,0.030830107529247308,sideways|accumulation|explosive_bull,3,-0.0004410358905621532,0.007851920850897143,0.022965952515139585,steady_bear|recovery,2,-0.0028777196005790187,0.002940488199139393,0.025141695490599896
249,1971873,sideways|volatile_chop|steady_bear|recovery,4,-0.0004873337785644559,0.005443997768922244,0.035212315095204345,recovery|sideways,2,0.005388387946868309,8.58721470826699e-05,0.021400995838773456,recovery|steady_bull|volatile_chop,3,0.004008753849211004,0.00016422563917966595,0.029195047691711756
250,1979792,recovery|volatile_chop|sideways|accumulation,4,0.0032086590759911075,0.0005213161679486461,0.030495415895628143,accumulation|sideways|volatile_chop,3,0.0005199093804832033,1.0324635038438316e-05,0.030043778590933736,steady_bear|recovery,2,-0.0016102295457528066,0.00549318486800599,0.038750044932850725
251,1987711,volatile_chop|steady_bull|explosive_bull|volatile_chop,4,-0.0002615139921860785,0.00011453856645216964,0.04492680858262871,sideways|explosive_bull|volatile_chop,3,7.850256490362186e-05,0.0004306196795150982,0.03848462221267282,accumulation|sideways|steady_bear,3,0.0005983559347014912,-0.0033791201038617723,0.018156762400293732
252,1995630,steady_bear|capitulation|volatile_chop,3,-0.0019246822143582968,0.00020182214429524767,0.042475212714356426,recovery|volatile_chop|steady_bull,3,0.005096859663822387,0.0030232685631421527,0.03193933445445829,recovery|steady_bull,2,0.005608919805258357,0.0018223201740802247,0.030555482998360348
253,2003549,accumulation|sideways,2,0.00035587838766294207,-0.00013018830577356353,0.014307293334980743,recovery|volatile_chop,2,0.0029637203440211366,-0.00020460620338961355,0.040168604404116764,steady_bear|sideways|volatile_chop,3,-0.0033676543148827213,-9.529235352236332e-05,0.03487278271331933
254,2011468,volatile_chop|sideways|volatile_chop|steady_bull,4,-3.5380926307950866e-05,0.003953828301151633,0.036237560436015795,death_spiral|sideways|steady_bull,3,-0.015752248120914844,0.003385738496072847,0.029461038956344564,death_spiral|recovery|volatile_chop|steady_bull,4,-0.021788275800967802,0.002978965352308176,0.055381894102985954
255,2019387,steady_bull|explosive_bull|sideways,3,0.0024215534521603386,-0.0003729763842504896,0.026657026384666053,recovery|steady_bull|volatile_chop,3,0.005460394216372944,-1.335346912273227e-05,0.03895520938858512,volatile_chop|capitulation|volatile_chop,3,0.00012786809084312973,-0.0003199569306198452,0.05718852760541784
256,2027306,steady_bear|capitulation|death_spiral|sideways,4,-0.002808666655055237,0.0004299372670081526,0.037063857033786764,accumulation|steady_bull|sideways|explosive_bull,4,0.0006095916590881036,0.008608257274563894,0.022619759199620244,sideways|explosive_bull|steady_bear,3,0.0004733995641127823,-0.0031566417784072804,0.029476661939194765
257,2035225,steady_bear|capitulation|volatile_chop|steady_bull,4,-0.003915658491265524,0.001736320154390993,0.04144883310370756,volatile_chop|sideways|explosive_bull,3,2.0793491324952798e-05,0.009179567802238105,0.0369690300079572,steady_bull|steady_bear,2,0.003442172506923135,-0.0037145407747035844,0.027187100298114428
258,2043144,steady_bear|sideways,2,-0.003052619829117491,0.00013816578043226633,0.021577396905425393,recovery|volatile_chop|capitulation,3,0.004998285984679117,-0.01130695948114134,0.06211267208178059,recovery|steady_bull|explosive_bull|steady_bear,4,0.003293084988042664,-0.001945276727152162,0.041767788233277967
259,2051063,recovery|volatile_chop|steady_bear,3,0.0022928342210033694,-0.0024187786017524386,0.03883129835159311,volatile_chop|capitulation|death_spiral,3,-9.109697889305248e-05,-0.021983877538708223,0.051844789734402354,sideways|accumulation|sideways|volatile_chop,4,0.0002545313174633397,1.564775518330308e-05,0.02576113351338065
260,2058982,recovery|steady_bull|steady_bear|accumulation,4,0.005162638957671743,0.0009588224936205912,0.025608749626262833,steady_bull|volatile_chop|steady_bull,3,0.002543031718893644,0.0037222424918768155,0.03716070725958626,accumulation|sideways|steady_bull|steady_bear,4,0.00032730818337391035,-0.0029954105275153326,0.017813238857029942
261,2066901,recovery|steady_bull|volatile_chop,3,0.0021600166059445305,0.0004775496573374031,0.0408819767809887,sideways|steady_bull|steady_bear,3,-0.0003916714468892563,-0.0019201602120416054,0.01742733825270164,steady_bear|recovery|sideways,3,-0.0029324451155074917,-9.941998101357854e-05,0.03182993605179752
262,2074820,recovery|steady_bull,2,0.0034632380770434146,0.003479678371841508,0.03408490077157547,sideways|volatile_chop|capitulation,3,0.0003105759016890766,-0.013865056891934301,0.049110317468812385,steady_bear|accumulation,2,-0.0023707496379368155,0.0004404926987408729,0.018700527243474895
263,2082739,capitulation|recovery|sideways,3,-0.013472090963368547,-0.0004536468613943642,0.03900958484921934,sideways|volatile_chop|capitulation,3,0.0004242660057741537,-0.005293354944925895,0.04130939745858589,sideways|steady_bear,2,-0.0001115205980193994,-0.0018180276774676794,0.01896435431094259
264,2090658,capitulation|recovery,2,-0.014054443341137837,0.005875882992087621,0.05660146610874911,volatile_chop|steady_bear|capitulation,3,-0.00022056023942535884,-0.011355145503429667,0.052026273255731316,volatile_chop|sideways|steady_bear,3,-0.00017438566424684768,-0.0021044243164715544,0.03766583277797634
265,2098577,steady_bear|accumulation|sideways,3,-0.0030149268386485692,-0.00010785134385973805,0.021911933749564072,death_spiral|sideways,2,-0.02768405150690855,-0.0002634641692228544,0.04714818525080706,sideways|steady_bear|recovery,3,0.00027829282203914495,0.005589767394929061,0.02948472492744797
266,2106496,recovery|steady_bull|sideways,3,0.003757608395403073,0.00047540035559276905,0.023794622051215297,capitulation|volatile_chop|steady_bear,3,-0.00920805147677817,-0.0031503748347610308,0.04226551432136902,steady_bear|accumulation|sideways|steady_bull,4,-0.0021048127904720135,0.0027670694411534276,0.017524727416277676
267,2114415,steady_bull|volatile_chop|steady_bull,3,0.0033595480833905453,0.003989024143938556,0.026694358047479216,volatile_chop|steady_bear|accumulation,3,-0.0003486733435068303,0.0006554969008432016,0.026839582125632422,sideways|volatile_chop|steady_bear,3,0.000484826627135564,-0.0029278350326031478,0.034786675661621386
268,2122334,accumulation|sideways|steady_bear,3,0.0007689473440393446,-0.003334893917437269,0.014844118882519458,recovery|volatile_chop|sideways,3,0.003697785780448249,0.000227384201421007,0.033275053359073506,accumulation|steady_bull|steady_bear,3,0.000486933642583142,-0.003201595655808587,0.01877605935154712
269,2130253,steady_bear|capitulation|recovery|volatile_chop,4,-0.0020865067865650315,0.0002226302038982257,0.05215867691922979,capitulation|sideways|steady_bear,3,-0.0057378667786978765,-0.003912649550268905,0.03780107297015938,sideways|steady_bear|capitulation,3,-0.0004152067446672555,-0.010090786362397028,0.04028754069982878
270,2138172,accumulation|explosive_bull|volatile_chop|capitulation,4,0.000867138984608312,-0.011433140981594345,0.04299898324407961,recovery|steady_bull,2,0.005816001215510664,0.0034609511770324493,0.029503338366833515,recovery|steady_bull|volatile_chop,3,0.0042116457855831645,-0.00024470460784759685,0.039189240339338925
271,2146091,steady_bull|steady_bear|capitulation|sideways,4,0.002895557697638983,-5.3169118278520975e-05,0.035620514109914854,accumulation|steady_bull|volatile_chop|capitulation,4,0.0005253448700102227,-0.013088721718706182,0.03555525812104594,sideways|steady_bull,2,9.19510760874631e-05,0.0015089380430104006,0.021610000942678967
272,2154010,volatile_chop|steady_bull|steady_bear,3,0.00040744500311035376,-0.0036562587005523144,0.028966128548174246,volatile_chop|sideways,2,-0.00020087112272100549,-8.036311835025713e-05,0.028221575364932923,capitulation|sideways|explosive_bull,3,-0.006825227347253158,0.008430654110910577,0.041615221444769694
273,2161929,recovery|steady_bull|explosive_bull,3,0.0027154889733610765,0.009772663371799358,0.029103719877628817,sideways|volatile_chop|capitulation,3,0.00019666155666704644,-0.009242707288894356,0.04192076396968664,steady_bear|sideways|explosive_bull,3,-0.0024455736680739594,0.004999151248957457,0.03474974843592861
274,2169848,steady_bear|accumulation|sideways,3,-0.0022222305671807147,-0.0002904971624308366,0.01619729494381999,capitulation|sideways,2,-0.007385807563600623,0.00035056368893924856,0.0484140139424209,steady_bear|capitulation|volatile_chop,3,-0.002351591133333392,0.00044888121766218736,0.04966801247356508
275,2177767,recovery|volatile_chop|sideways,3,0.0030243129210347696,0.0002283184658557725,0.037830370118574694,sideways|accumulation|sideways,3,-5.297561758772014e-06,0.0003775207542207332,0.01700230278697019,volatile_chop|sideways|volatile_chop,3,0.00012078274995813351,0.0003922756659447533,0.04709861854446582
276,2185686,sideways|steady_bull|volatile_chop,3,0.0003934106574003633,-3.792212604029232e-05,0.03470340025832044,capitulation|sideways|steady_bull,3,-0.010975717180101742,0.002962332386894192,0.033443897229392484,sideways|steady_bear|recovery,3,-0.00020707157323459501,0.003883847789076452,0.024321501960988468
277,2193605,volatile_chop|sideways|steady_bull,3,0.00026354010946897744,0.0031807173904918294,0.023903704710076374,accumulation|steady_bull|steady_bear|recovery,4,0.0002116374461752769,0.005231092498386483,0.023008544683829422,death_spiral|recovery|sideways,3,-0.026901461675650967,-0.00021731889938378688,0.04543261165060445
278,2201524,sideways|accumulation|steady_bull|steady_bear,4,-8.501469415200802e-05,-0.0033381701409623344,0.021709287925732776,death_spiral|sideways|steady_bear|sideways,4,-0.027216410963142368,-2.5193968839654405e-05,0.037812468263738234,accumulation|sideways|accumulation,3,0.0005557786005292668,0.00033580101561382983,0.01391020934225321
279,2209443,volatile_chop|sideways|volatile_chop,3,-0.0003594389420883507,0.00018282610072694857,0.03733539327745684,recovery|steady_bull|sideways|explosive_bull,4,0.0032050868686563376,0.006187654213320165,0.030281525349033122,recovery|sideways,2,0.004984584279713841,-0.0003091178587925122,0.026259802425560058
280,2217362,steady_bear|capitulation|death_spiral,3,-0.0024277290158394443,-0.02922914897142596,0.050827824889496775,recovery|steady_bull|steady_bear|recovery,4,0.0033508523361291394,0.003766609912078752,0.026274254872942104,accumulation|explosive_bull,2,0.0008459393387232187,0.008156805159513671,0.035892941276313615
281,2225281,accumulation|steady_bull|sideways,3,0.0008044967406201497,-0.0003512317248615291,0.018234358117939786,recovery|sideways|steady_bull|explosive_bull,4,0.005636156687140832,0.004994378533410352,0.029053089272819944,volatile_chop|capitulation|recovery,3,-0.00023953253876849378,0.005160604391220855,0.04504468186399697
282,2233200,volatile_chop|sideways|steady_bull,3,-0.00018870100815166526,0.003974803495683884,0.03357630185159244,sideways|accumulation|explosive_bull|volatile_chop,4,0.00045378255602675026,0.0001719485188488623,0.030550951797638965,recovery|volatile_chop|steady_bear,3,0.005834604977331917,-0.003376975070921731,0.03093659193130166
283,2241119,death_spiral|sideways,2,-0.023205294211452634,-0.00020365725965020422,0.0605691356432917,steady_bear|sideways|volatile_chop,3,-0.002446349023524611,0.0004943195964966689,0.029062924065576853,accumulation|sideways|steady_bull,3,0.0009458219966030311,0.0038515238123337675,0.013931858608143074
284,2249038,steady_bear|recovery|sideways,3,-0.0030844330956979167,0.00034049445698718843,0.03185927275007386,recovery|volatile_chop|steady_bear,3,0.005063375275248668,-0.0026714239478614213,0.03506472404936521,volatile_chop|steady_bear,2,2.772492645601219e-05,-0.003264472398478533,0.031590017602298764
285,2256957,volatile_chop|steady_bull|sideways,3,0.0003646823468504445,0.0002313418724599754,0.032557637135503775,recovery|steady_bull,2,0.004929994288575221,0.0015275026228692816,0.033346695597603865,accumulation|steady_bull|volatile_chop,3,0.0003041228620514981,-0.00019679491065544176,0.03421992212544702
286,2264876,steady_bear|sideways|accumulation|sideways,4,-0.0020455035180969652,-0.00012716977484533064,0.0165266099245603,volatile_chop|steady_bear|accumulation,3,-0.0003975843081840846,0.00038270005305168233,0.029476867341324497,recovery|steady_bull|explosive_bull,3,0.0038733381019180014,0.005490513379638826,0.030717598887278447
287,2272795,recovery|steady_bull|steady_bear,3,0.005825129672950845,-0.0039920256322432505,0.02623217077911687,recovery|volatile_chop|steady_bear,3,0.004628332633965818,-0.0023683420486557416,0.04510337640969669,steady_bull|volatile_chop,2,0.003428670981270604,-0.0004778557856737734,0.044523661565535756
288,2280714,steady_bear|accumulation,2,-0.0025019509377407806,0.0006684427196711693,0.01719913234384391,sideways|accumulation|sideways|volatile_chop,4,-0.00023867250306253477,0.0004722696631289414,0.02482308970659376,death_spiral|sideways|steady_bull,3,-0.029165614867385992,0.001976535468114395,0.03408616525174786
289,2288633,recovery|sideways,2,0.0033699972546376,-0.00038286336107191645,0.02733768508323739,volatile_chop|capitulation|death_spiral,3,-0.00011919610414050873,-0.023209236072788148,0.07099547905920998,recovery|sideways|explosive_bull,3,0.005740820868821699,0.007717633336871862,0.03386283714264899
290,2296552,accumulation|sideways|volatile_chop,3,0.0007958985302898807,-6.548281726530383e-05,0.03192579390914949,volatile_chop|steady_bear|accumulation,3,0.00032579928545667066,0.0009952417970619598,0.038233809142170505,volatile_chop|capitulation|volatile_chop,3,3.400056231057198e-05,-0.00018269514842098744,0.05566455570691111
291,2304471,steady_bull|steady_bear|sideways|explosive_bull,4,0.003527711661227282,0.008021753081198072,0.024766215034033354,steady_bear|recovery,2,-0.003910607918350984,0.005765594622968546,0.02428245545375719,volatile_chop|sideways|volatile_chop|sideways,4,-5.647196000841542e-07,-0.00014714667074347353,0.04411745396763278
292,2312390,recovery|steady_bull|explosive_bull,3,0.00337727124137753,0.006587896235962971,0.03380113276475207,recovery|sideways|steady_bull,3,0.0031754859987673605,0.002382133073618538,0.02317817164598834,steady_bull|steady_bear|capitulation,3,0.0023050455619777767,-0.013166722697429318,0.03721572638037909
293,2320309,volatile_chop|capitulation|recovery,3,-0.000449566784069768,0.0026950898894623505,0.056193783306023815,capitulation|volatile_chop,2,-0.005832578987278363,-0.00010343569484137571,0.053359563736572725,steady_bear|capitulation,2,-0.0022398397161405344,-0.014467250211205113,0.0362700401376133
294,2328228,steady_bear|recovery,2,-0.002266585918107085,0.0053608715160851726,0.03225147778740145,sideways|steady_bear|sideways|volatile_chop,4,-9.604230234807096e-05,-0.0004979829479271742,0.02632023579518563,accumulation|explosive_bull,2,0.0004884213491236167,0.007921826919156367,0.029411248543982332
295,2336147,steady_bull|steady_bear|recovery|steady_bull,4,0.00297113806309989,0.003709862979330583,0.027721716059751385,sideways|volatile_chop,2,-0.0003849495843844977,-5.167666457802267e-05,0.034111749633492346,accumulation|explosive_bull,2,0.0007194492600276694,0.009088109304964082,0.024735591930004783
296,2344066,volatile_chop|sideways,2,-0.0002718135314835904,-0.00041919827073671004,0.032849776424218505,steady_bear|capitulation|recovery|volatile_chop,4,-0.002784230468633132,-0.0001290870448763909,0.04179191851753118,steady_bull|steady_bear,2,0.0017167308652345757,-0.003919946470576982,0.020037769307510958
297,2351985,recovery|steady_bull,2,0.002104809938589552,0.0036182739394179783,0.02515236185194443,recovery|steady_bull|explosive_bull,3,0.005580203984886938,0.00814147611069184,0.03332830572541109,sideways|volatile_chop|sideways,3,0.00028401531109856963,0.00036403321967400516,0.02573149562456765
298,2359904,sideways|steady_bull|explosive_bull,3,-0.000444335868568024,0.009703546576090124,0.03578607658982238,recovery|sideways|steady_bear,3,0.003313168173328335,-0.002866627073534666,0.026859278291498246,volatile_chop|steady_bear|accumulation,3,7.551932477969437e-05,0.0007005369084351752,0.02910726034534182
299,2367823,volatile_chop|capitulation|death_spiral|sideways,4,0.0002944435932970132,0.00019556397320034892,0.04866248526991415,recovery|volatile_chop|sideways|accumulation,4,0.004340205130369789,0.00048726903515540607,0.029965618495685572,volatile_chop|steady_bull|volatile_chop|steady_bull,4,0.00046450902639160884,0.0017103003337687961,0.03537613605830294
300,2375742,volatile_chop|capitulation|recovery,3,-7.540498281759277e-06,0.0021426093196416675,0.04346983958658384,sideways|steady_bear|recovery,3,-0.00048240542179528337,0.004182680245401668,0.02694328777729321,sideways|steady_bull|steady_bear,3,2.9687458182563534e-05,-0.0032952619803581686,0.01825400199880675
301,2383661,recovery|steady_bull|steady_bear,3,0.003111179024086067,-0.0029166590868000162,0.0274768825512088,sideways|volatile_chop,2,0.0002839790962314969,-0.0003890580733918506,0.04218683067110561,accumulation|steady_bull,2,0.0006015538549774722,0.0034227860944610108,0.01744762664267409
302,2391580,volatile_chop|steady_bull|explosive_bull|sideways,4,0.00016821330579703457,-0.00031737150441824816,0.0326341359421577,steady_bear|accumulation|sideways|accumulation,4,-0.002823620094267244,0.0004022820087954083,0.018240466257256727,accumulation|sideways,2,0.0007931088998587573,0.00012970276348743667,0.014996509771262196
303,2399499,recovery|steady_bull|volatile_chop,3,0.004611141021944756,-1.167703694258818e-05,0.04177860006637255,sideways|steady_bear|accumulation,3,0.0002785076566711619,0.0009552698545592291,0.022266980466925556,sideways|steady_bear|capitulation|death_spiral,4,-0.00033044869399940016,-0.024698065592261703,0.043423857671212124
